1.000000000000000000e+00 9.585337008366564548e-01 8.763022093050482075e-01 8.501632915934196344e-01 8.027149016394126146e-01 7.567572615710984607e-01 6.685245993205305437e-01
1.000000000000000000e+00 9.444835405426539321e-01 8.881289998953020293e-01 8.239526084090532665e-01 7.625012900443512986e-01 7.472639736669366428e-01 6.699619108335780338e-01
1.000000000000000000e+00 9.495855813589804129e-01 8.925828075239446990e-01 8.682424824533524488e-01 8.477304003739798421e-01 7.928552804141975052e-01 6.620848459631192284e-01
1.000000000000000000e+00 9.495806943467042238e-01 9.115312726818111111e-01 8.594496229855957958e-01 8.422331656384015597e-01 7.891436406256985281e-01 6.550536859453925942e-01
1.000000000000000000e+00 9.546973961998592717e-01 8.936939539761615814e-01 8.690695171980111766e-01 8.483546323922489529e-01 7.688486840636857833e-01 6.832100801650151656e-01
1.000000000000000000e+00 9.489404957385252359e-01 8.784166566165397816e-01 8.482358966007035317e-01 8.310035480367690131e-01 7.770270411265117749e-01 6.859897230026482662e-01
1.000000000000000000e+00 9.502208929548831007e-01 9.168941198143002458e-01 8.651476096591979026e-01 8.057226481698600562e-01 7.626365954141789416e-01 6.375236308386694750e-01
1.000000000000000000e+00 9.451188521385565089e-01 8.612340871149420929e-01 8.145547824665179126e-01 7.837416411080943002e-01 7.718874560281675512e-01 6.932878331101716141e-01
1.000000000000000000e+00 9.489453827508014250e-01 9.135544405436699655e-01 8.313788262609718149e-01 7.782090647411752382e-01 7.669277607237310335e-01 6.671433269715736358e-01
1.000000000000000000e+00 9.483198451794511152e-01 8.842842741356560232e-01 8.154342146888142739e-01 8.178931049675377540e-01 7.582940209989629254e-01 6.367371564801922457e-01
