decay,dropout,hc,lr,n_lays,th_updates,tot_updates,x_updates,id,objective,elapsed_sec,duration
0.0003848810250441927,0.07235372752163796,27,0.008707741914776903,19,11,3571,15,19,0.965,6321.376429319382,736.3360118865967
0.7331962916129655,0.5823377586021818,41,0.008225579808187247,20,18,3811,6,20,0.995,7043.060996055603,784.9217231273651
6.46647469178327e-05,0.279257984679507,12,0.0002613421578537416,20,20,4726,8,21,0.9483333333333334,7082.054769277573,759.4840335845947
0.43091690700687907,0.3952354042165931,8,0.012465759846999401,6,19,4801,7,23,0.995,7440.994910240173,357.63380670547485
0.09437948334411217,0.9187116614954968,69,3.5757333612604796e-05,20,19,3983,11,22,0.9883333333333333,7824.047429084778,779.6945633888245
0.058439771277305624,0.8441112214078523,8,0.049391639710565795,14,20,4542,11,24,0.9666666666666667,8029.893748760223,587.59738945961
0.38284081549227367,0.6272189591533929,8,0.005892297686530779,11,19,3799,3,25,0.9666666666666667,8318.719091653824,493.374840259552
0.24554877245218779,0.5877889672963407,9,0.0009164881999218314,6,17,4295,14,26,0.9716666666666667,8381.290835142136,350.1044499874115
0.7181790500961787,0.20160742648731528,35,0.0005266823972439811,9,15,52,12,28,0.9783333333333333,8843.706014156342,461.11703062057495
0.3534445533309993,0.15439435758422376,11,3.481584743317248e-05,13,13,4662,7,27,0.8816666666666667,8875.420621871948,555.4092781543732
0.740442467620166,0.12563966205920163,36,0.052496415804177375,4,17,789,6,30,0.9666666666666667,9191.904631137848,315.18266677856445
0.802917458012478,0.09750581228386745,14,0.0001559801073838243,3,16,4253,9,31,0.9666666666666667,9474.58746600151,281.39164638519287
5.6260609674079274e-05,0.028343168258538665,72,0.0037578067619537837,20,16,3687,17,29,0.9916666666666667,9628.737076997757,783.7262201309204
1.525169096279642e-05,0.3350806558517676,10,0.014692679417934597,14,7,4782,8,32,0.975,10064.491774320602,588.6117694377899
0.016242837217120856,0.061264066120397954,21,0.022508987663679328,14,16,4790,19,33,0.975,10217.03852558136,587.0091581344604
0.0009195968726813484,0.026063645814966292,71,0.022092966240428124,20,2,3879,12,34,0.9166666666666666,10876.221425294876,810.4298305511475
0.0002849519867540706,0.0262095940321821,14,0.00631883933079244,20,2,1337,15,35,0.945,10989.650351524353,771.4287757873535
0.31166728894759466,0.19277796606354664,25,0.00931648006216468,16,9,4944,1,37,0.9933333333333333,11641.98943567276,651.041121006012
0.1599683600487444,0.32503375483162184,57,0.011414414524817763,20,10,1890,17,36,0.9366666666666666,11674.295562505722,796.6430070400238
0.677663778355265,0.7293871383464643,34,0.015393051780574927,20,11,583,9,38,0.985,12435.439599752426,792.1358785629272
0.3974789142494327,0.5525421850972886,25,0.009019884331687267,20,5,1321,7,39,0.9133333333333333,12437.89863538742,762.3031754493713
0.5313184891485879,0.032488347838990544,39,0.04708770824175869,15,10,4848,19,40,0.9466666666666667,13073.561517000198,636.8139643669128
0.13969322583690816,0.10088248409178519,26,0.009793932335876025,17,8,1484,3,41,0.9766666666666667,13099.13525557518,660.0405268669128
0.23518926830067627,0.24860019992186042,14,0.007774542340324014,9,10,3001,15,43,0.9383333333333334,13544.323603630066,443.8963506221771
0.13749720181293346,0.9829597450995322,23,0.0004992256296514849,11,19,1547,4,42,0.9133333333333333,13564.585369348526,489.72340750694275
0.21819453765744817,0.12651783592668941,24,4.2284378257712774e-05,9,17,4724,4,44,0.965,13996.287631511688,450.66088795661926
0.6953117537233106,0.058064710490644565,24,0.006104327372257217,15,18,521,2,45,0.9583333333333333,14166.482592344284,600.592244386673
0.9851624309027132,0.043570212043760395,20,0.03586383676868738,1,7,52,8,46,0.9666666666666667,14207.334394931793,209.71314644813538
0.0004246045377127537,0.035951787447982005,33,0.0009074468264483693,6,12,189,8,47,0.925,14536.562848329544,368.77733278274536
0.0005135441957941916,0.04265501655544709,76,1.7055489809227285e-05,14,6,111,17,48,0.9016666666666667,14816.547392845154,607.9067046642303
0.0007414829010284038,0.06461571116990086,57,0.011840680171594118,4,8,4911,3,49,0.8283333333333334,14844.43613243103,306.56728053092957
3.245070591098714e-05,0.6275345758828664,10,0.0006486963174584842,3,17,4444,1,50,0.98,15086.047496795654,268.1935284137726
0.011336428674871139,0.34641908605916605,37,0.07108953010946972,10,7,4934,5,51,0.9033333333333333,15330.040335655212,484.3033678531647
0.0003626050392292074,0.33562676548552295,12,0.014724781899472503,1,19,4899,11,53,0.9816666666666667,15546.51557970047,215.14955043792725
0.00012569633588742997,0.735277467974056,15,0.03832165996842241,17,12,4969,5,52,0.9733333333333334,15767.065021038055,679.7170140743256
0.00019613216637930428,0.065827091334053,8,0.007444176773200968,5,18,1839,11,55,0.9299999999999999,16118.563308954239,350.30656385421753
8.33588834697811e-06,0.43864239595017945,115,0.01652321840498769,19,15,4979,2,54,0.8716666666666667,16301.451889514923,753.6266202926636
0.00031317299045759237,0.14400072058684982,10,0.0019945010412520856,5,14,4883,3,57,0.965,16634.98270225525,332.22164392471313
0.14925549546749217,0.61771682882052,28,0.0005330164134225578,20,14,4059,2,56,0.8933333333333333,16869.17987060547,749.2092387676239
2.229196402360128e-05,0.40878460945063305,14,0.009045768073934814,5,15,4951,2,58,0.9633333333333334,16964.34531521797,328.0523614883423
0.3286662686351973,0.27685733723563216,22,0.05206917503296757,1,10,4962,5,60,0.9666666666666667,17177.65173482895,211.9957423210144
2.1811658176355653e-05,0.04559172020129392,14,0.019929483461741896,6,5,4932,15,59,0.9283333333333333,17217.176425933838,346.68274688720703
6.609093031249368e-05,0.025205691800160458,22,0.03925022431737817,3,19,4899,11,61,0.9916666666666667,17458.337594270706,279.4927451610565
3.262625075229189e-05,0.1704727041123162,36,0.008489995603662513,4,19,4924,12,63,0.9416666666666667,17766.363681077957,306.7267096042633
3.6270382529505247e-06,0.18403938323415392,37,0.0006741282806961101,14,11,4905,10,62,0.99,17823.785916805267,605.3045299053192
0.4982689348577005,0.0682852740059503,112,0.04186789905759227,6,5,2957,1,65,0.995,18208.37368440628,383.27965211868286
0.0010918487449297855,0.7752500169331431,67,0.00613515333168809,15,10,4953,2,64,0.9783333333333333,18411.09238243103,643.4191644191742
0.9546045250125504,0.584545553891489,56,1.0188036024655177e-05,7,12,4928,3,67,0.9933333333333334,18820.16455745697,407.7645785808563
0.0007873966864950111,0.09259696628859716,27,0.02136458491765561,16,12,4939,2,66,0.975,18856.20775794983,646.5238001346588
0.50217851950779,0.21725579426969452,51,0.001385331977087591,11,11,4926,16,68,0.935,19330.436265468597,508.9576256275177
0.5730457273628768,0.07644739455982459,54,0.009574061733957225,10,8,4942,2,69,0.9933333333333333,19356.36824607849,498.84976506233215
0.0014006213109559874,0.17006721152962984,56,0.034621240204612304,5,6,3402,1,71,0.95,19699.224031686783,341.5523405075073
1.1251259689470438e-05,0.13363691449063392,87,0.009413420787183643,9,4,4911,7,70,0.9983333333333333,19793.397417783737,461.64527702331543
0.0735216363748003,0.1506250956396669,121,0.007956306510016796,4,3,439,2,72,0.9066666666666667,20010.040621757507,309.50123620033264
0.08931227531430024,0.4750325467116742,12,0.025919233666702374,4,13,3848,3,73,0.9616666666666667,20094.78630900383,300.0604074001312
0.00022221271677590082,0.3785896870710384,11,0.011761207972946199,1,8,2070,3,74,0.9683333333333334,20225.547741889954,214.19643783569336
1.0537731604809785e-05,0.08906176696647114,75,0.023614208110760714,7,9,2230,4,75,0.985,20498.126801013947,402.1451301574707
0.6843132212215178,0.8865238692256663,116,0.0015590506450493858,15,7,3179,8,76,0.98,20881.33705806732,654.3618588447571
0.00021410566342116877,0.012990136078793357,37,0.000579875032637813,13,17,4590,3,77,0.995,21077.31132221222,577.8509631156921
0.030927187831750105,0.14993251343610722,44,5.159242833916357e-05,7,19,4910,5,78,0.925,21289.175090312958,406.52783274650574
