1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.560538116591928759e-01 5.695067264573990817e-01 5.650224215246636428e-01 5.784753363228699596e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.798206278026905802e-01 5.470852017937219980e-01 5.470852017937219980e-01 5.829596412556053986e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.874439461883408375e-01 6.053811659192824823e-01 5.739910313901345207e-01 6.053811659192824823e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.035874439461883401e-01 5.246636771300448032e-01 5.291479820627802422e-01 5.470852017937219980e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.843049327354260192e-01 5.426008968609865590e-01 5.067264573991031584e-01 6.367713004484304440e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.874439461883408375e-01 6.726457399103139556e-01 6.233183856502242381e-01 5.829596412556053986e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.932735426008968416e-01 5.112107623318385974e-01 6.008968609865470434e-01 5.874439461883408375e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.560538116591928759e-01 5.381165919282511201e-01 4.932735426008968416e-01 5.695067264573990817e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.650224215246636428e-01 6.995515695067264783e-01 6.860986547085201614e-01 6.860986547085201614e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.426008968609865590e-01 5.964125560538116044e-01 6.053811659192824823e-01 6.367713004484304440e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.112107623318385974e-01 5.560538116591928759e-01 5.605381165919282038e-01 5.560538116591928759e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.784753363228699596e-01 6.233183856502242381e-01 5.426008968609865590e-01 5.964125560538116044e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.695067264573990817e-01 5.291479820627802422e-01 5.560538116591928759e-01 5.426008968609865590e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.964125560538116044e-01 5.381165919282511201e-01 5.605381165919282038e-01 6.681614349775785167e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.753363228699551413e-01 5.515695067264574369e-01 5.919282511210762765e-01 6.322869955156951161e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.605381165919282038e-01 5.739910313901345207e-01 5.381165919282511201e-01 5.470852017937219980e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.650224215246636428e-01 5.246636771300448032e-01 5.784753363228699596e-01 5.695067264573990817e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.887892376681614581e-01 5.874439461883408375e-01 6.412556053811658829e-01 5.381165919282511201e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.829596412556053986e-01 6.278026905829596771e-01 6.098654708520179213e-01 6.008968609865470434e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.560538116591928759e-01 5.784753363228699596e-01 6.188340807174887992e-01 5.695067264573990817e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.887892376681614581e-01 5.515695067264574369e-01 5.515695067264574369e-01 5.739910313901345207e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.291479820627802422e-01 5.874439461883408375e-01 5.964125560538116044e-01 5.919282511210762765e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.260089686098654793e-01 5.605381165919282038e-01 6.188340807174887992e-01 5.964125560538116044e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.381165919282511201e-01 6.143497757847533602e-01 6.412556053811658829e-01 6.053811659192824823e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.336322869955156811e-01 5.650224215246636428e-01 6.412556053811658829e-01 6.726457399103139556e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.035874439461883401e-01 5.201793721973093643e-01 5.246636771300448032e-01 5.874439461883408375e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.291479820627802422e-01 5.291479820627802422e-01 6.143497757847533602e-01 6.053811659192824823e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.708520179372197578e-01 5.605381165919282038e-01 6.278026905829596771e-01 5.784753363228699596e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.035874439461883401e-01 5.426008968609865590e-01 6.098654708520179213e-01 6.457399103139013219e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.291479820627802422e-01 5.246636771300448032e-01 5.784753363228699596e-01 5.470852017937219980e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.156950672645740363e-01 5.156950672645740363e-01 5.560538116591928759e-01 5.695067264573990817e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.560538116591928759e-01 5.426008968609865590e-01 5.829596412556053986e-01 5.784753363228699596e-01
