9.724349157733537252e-01 9.188455809855462508e-01 8.408539739685410019e-01
9.663093415007657505e-01 9.080062514422371223e-01 8.521537332869734138e-01
9.678407350689126609e-01 9.302890767584803822e-01 8.437774731753199253e-01
9.693721286370596824e-01 9.169523170194466832e-01 8.535264082445599421e-01
9.678407350689126609e-01 9.240439279196123179e-01 8.470378402842652088e-01
9.632465543644717076e-01 9.251714951016383193e-01 8.563532152644216522e-01
9.663093415007657505e-01 9.224317690742411813e-01 8.509486739899206897e-01
9.647779479326187291e-01 9.116343955191004156e-01 8.481077031045497483e-01
9.693721286370596824e-01 9.086911829490864623e-01 8.375644608380277134e-01
9.663093415007657505e-01 9.219891333990644089e-01 8.571328973778845617e-01
