1.000000000000000000e+00 9.362244897959183243e-01 9.491525423728813804e-01 9.228723404255319007e-01 8.947368421052631637e-01 7.530120481927711218e-01 8.891966759002769560e-01
1.000000000000000000e+00 9.387755102040816757e-01 9.604519774011299749e-01 9.468085106382978511e-01 8.125000000000000000e-01 8.192771084337349130e-01 8.850415512465373835e-01
1.000000000000000000e+00 9.489795918367347483e-01 9.661016949152542166e-01 9.468085106382978511e-01 8.684210526315789824e-01 7.108433734939758608e-01 9.044321329639889440e-01
1.000000000000000000e+00 9.566326530612244694e-01 9.604519774011299749e-01 9.069148936170212671e-01 8.782894736842105088e-01 7.590361445783132543e-01 8.670360110803324583e-01
1.000000000000000000e+00 9.438775510204081565e-01 9.745762711864406347e-01 9.494680851063830307e-01 8.684210526315789824e-01 7.349397590361446131e-01 8.559556786703601539e-01
1.000000000000000000e+00 9.591836734693877098e-01 9.491525423728813804e-01 9.308510638297872175e-01 9.144736842105263275e-01 8.012048192771084043e-01 8.656509695290858231e-01
1.000000000000000000e+00 9.540816326530612290e-01 9.689265536723163930e-01 9.308510638297872175e-01 8.618421052631578538e-01 7.168674698795181044e-01 8.975069252077562121e-01
1.000000000000000000e+00 9.438775510204081565e-01 9.576271186440677985e-01 8.271276595744680993e-01 8.190789473684210176e-01 7.590361445783132543e-01 8.698060941828255066e-01
1.000000000000000000e+00 9.515306122448979886e-01 9.576271186440677985e-01 9.441489361702127825e-01 8.651315789473684736e-01 7.228915662650602370e-01 8.975069252077562121e-01
1.000000000000000000e+00 9.311224489795918435e-01 9.463276836158192040e-01 9.468085106382978511e-01 9.210526315789473450e-01 7.951807228915662717e-01 8.961218836565096879e-01
