4.475163016416450201e-02 4.599645403599018079e-01 3.400000000000000000e+01 1.281555200489507636e-05 1.000000000000000000e+00 1.100000000000000000e+01 2.474000000000000000e+03 6.000000000000000000e+00 2.000000000000000000e+00 8.446999999999999886e+01 9.812630891799928179e+01 9.755849456787109375e+01
1.000000000000000048e-04 5.999999999999999778e-01 1.600000000000000000e+01 1.000000000000000048e-04 1.000000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+02 2.000000000000000000e+00 1.000000000000000000e+00 9.337000000000000455e+01 9.862151432037353516e+01 9.805371618270874023e+01
2.967622098734859840e-02 9.199881191872694153e-01 3.800000000000000000e+01 4.152055180961500107e-03 9.000000000000000000e+00 4.000000000000000000e+00 2.223000000000000000e+03 4.000000000000000000e+00 4.000000000000000000e+00 9.020000000000000284e+01 1.629839258193969727e+02 6.318934369087219238e+01
1.095106603082999949e-04 7.502600694723932095e-01 7.100000000000000000e+01 1.388415744080231614e-05 1.400000000000000000e+01 5.000000000000000000e+00 3.394000000000000000e+03 1.500000000000000000e+01 3.000000000000000000e+00 9.237999999999999545e+01 1.667807762622833252e+02 6.817536091804504395e+01
3.802277687541070345e-02 7.806091891629135526e-01 1.200000000000000000e+01 2.565087159175050147e-02 1.300000000000000000e+01 1.800000000000000000e+01 2.220000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e+00 8.914000000000000057e+01 2.052678170204162313e+02 4.111519479751586914e+01
1.450550544835310096e-01 2.493770893647073994e-01 1.700000000000000000e+01 2.825158146622425129e-05 1.400000000000000000e+01 1.400000000000000000e+01 1.431000000000000000e+03 1.000000000000000000e+00 6.000000000000000000e+00 8.003000000000000114e+01 2.115657043457031250e+02 4.363202047348023171e+01
1.214114683204999950e-04 2.127855720582645938e-01 4.500000000000000000e+01 1.108009862463190955e-05 1.100000000000000000e+01 1.600000000000000000e+01 2.780000000000000000e+02 6.000000000000000000e+00 7.000000000000000000e+00 9.118000000000000682e+01 2.558462023735046387e+02 4.944141435623168945e+01
1.576242813690519918e-06 2.959399802482206021e-01 1.400000000000000000e+01 2.292169410977000087e-04 1.900000000000000000e+01 3.000000000000000000e+00 1.142000000000000000e+03 1.000000000000000000e+00 8.000000000000000000e+00 9.326000000000000512e+01 2.617956876754760742e+02 4.910805344581604004e+01
1.881553869516961535e-06 3.749721124356955038e-01 1.300000000000000000e+01 2.115185805284000131e-04 1.500000000000000000e+01 1.000000000000000000e+01 1.383000000000000000e+03 2.000000000000000000e+00 9.000000000000000000e+00 9.375000000000000000e+01 3.071492938995361328e+02 5.013946080207824707e+01
5.006265802504203211e-06 9.463825935013819857e-02 3.800000000000000000e+01 1.672948172965610980e-05 1.900000000000000000e+01 1.000000000000000000e+01 4.240000000000000000e+02 2.000000000000000000e+00 1.000000000000000000e+01 9.148999999999999488e+01 3.096458063125610352e+02 4.671153903007507324e+01
