1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.368421052631578538e-01 8.157894736842103978e-01 8.157894736842103978e-01 8.421052631578946901e-01 8.684210526315789824e-01 8.421052631578946901e-01 9.210526315789473450e-01 9.210526315789473450e-01 9.210526315789473450e-01 8.684210526315789824e-01 9.210526315789473450e-01 9.210526315789473450e-01 9.210526315789473450e-01 9.210526315789473450e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.631578947368421462e-01 7.631578947368421462e-01 7.894736842105263275e-01 7.631578947368421462e-01 8.157894736842103978e-01 7.631578947368421462e-01 7.894736842105263275e-01 8.157894736842103978e-01 8.421052631578946901e-01 8.421052631578946901e-01 8.421052631578946901e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.421052631578946901e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.368421052631578538e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.631578947368421462e-01 7.894736842105263275e-01 7.631578947368421462e-01 7.631578947368421462e-01 7.894736842105263275e-01 7.631578947368421462e-01 7.631578947368421462e-01 7.631578947368421462e-01 7.368421052631578538e-01 7.631578947368421462e-01 7.631578947368421462e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.368421052631578538e-01 8.157894736842103978e-01 8.157894736842103978e-01 8.157894736842103978e-01 8.157894736842103978e-01 7.894736842105263275e-01 8.421052631578946901e-01 8.421052631578946901e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.684210526315789824e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.368421052631578538e-01 7.631578947368421462e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.631578947368421462e-01 8.157894736842103978e-01 8.157894736842103978e-01 8.157894736842103978e-01 8.157894736842103978e-01 7.894736842105263275e-01 8.157894736842103978e-01 7.894736842105263275e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.105263157894736725e-01 8.157894736842103978e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.947368421052631637e-01 8.947368421052631637e-01 8.684210526315789824e-01 8.947368421052631637e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.947368421052631637e-01 8.947368421052631637e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.157894736842103978e-01 7.894736842105263275e-01 8.157894736842103978e-01 7.894736842105263275e-01 7.631578947368421462e-01 8.421052631578946901e-01 7.631578947368421462e-01 7.894736842105263275e-01 8.157894736842103978e-01 8.157894736842103978e-01 8.157894736842103978e-01 7.894736842105263275e-01 7.894736842105263275e-01 7.894736842105263275e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.631578947368421462e-01 8.684210526315789824e-01 8.947368421052631637e-01 8.947368421052631637e-01 9.473684210526315264e-01 9.473684210526315264e-01 9.473684210526315264e-01 9.473684210526315264e-01 9.210526315789473450e-01 9.210526315789473450e-01 9.736842105263158187e-01 9.736842105263158187e-01 9.736842105263158187e-01 9.736842105263158187e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.631578947368421462e-01 8.947368421052631637e-01 7.631578947368421462e-01 8.157894736842103978e-01 8.157894736842103978e-01 7.894736842105263275e-01 7.631578947368421462e-01 7.631578947368421462e-01 7.631578947368421462e-01 7.894736842105263275e-01 7.631578947368421462e-01 7.631578947368421462e-01 7.631578947368421462e-01 7.631578947368421462e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.842105263157894912e-01 7.631578947368421462e-01 7.894736842105263275e-01 7.894736842105263275e-01 8.421052631578946901e-01 7.894736842105263275e-01 7.894736842105263275e-01 8.684210526315789824e-01 8.421052631578946901e-01 8.421052631578946901e-01 8.421052631578946901e-01 8.684210526315789824e-01 8.684210526315789824e-01 8.421052631578946901e-01
