9.705882352941176405e-01 9.146067415730336769e-01 9.063829787234041202e-01
9.551470588235294601e-01 9.183520599250936112e-01 8.978723404255318785e-01
9.551470588235294601e-01 9.168539325842696153e-01 9.021276595744680549e-01
9.308823529411766051e-01 9.213483146067416030e-01 9.072340425531915109e-01
9.727941176470588092e-01 9.183520599250936112e-01 8.885106382978723571e-01
9.470588235294117307e-01 9.116104868913857961e-01 8.961702127659574302e-01
9.566176470588235725e-01 9.168539325842696153e-01 9.234042553191489366e-01
9.419117647058823373e-01 9.205992509363295495e-01 8.944680851063829818e-01
9.507352941176470118e-01 9.258426966292134797e-01 9.038297872340425032e-01
9.544117647058824039e-01 9.116104868913857961e-01 8.800000000000000044e-01
