1.000000000000000000e+00 9.687185537319129569e-01 9.047417345079157291e-01 8.451692437156225202e-01 7.975983046530298326e-01 8.247962644796246190e-01
1.000000000000000000e+00 9.697291717269855837e-01 9.101507209039519930e-01 8.547783463597865561e-01 8.094637521091302412e-01 8.406622112742473396e-01
1.000000000000000000e+00 9.677122731531282440e-01 9.045383680235321577e-01 8.474696157946194353e-01 8.111072102713645648e-01 8.302280283540121042e-01
1.000000000000000000e+00 9.687966272250945199e-01 9.095582044740221361e-01 8.538545887441220117e-01 8.018150339963316942e-01 8.270588183768335933e-01
1.000000000000000000e+00 9.684105971754746189e-01 9.128653854699901871e-01 8.464725274945640310e-01 8.001053300737688279e-01 8.298032027740495087e-01
1.000000000000000000e+00 9.652269336201810823e-01 9.088135487289189518e-01 8.538348485016138412e-01 8.097372743846739107e-01 8.277675933791068807e-01
1.000000000000000000e+00 9.670139491307818691e-01 9.061394986129398532e-01 8.433937040804586616e-01 8.042508858027612728e-01 8.220781417180890172e-01
1.000000000000000000e+00 9.671700961171449951e-01 9.095327380064605061e-01 8.557144889625990514e-01 7.908972707287705850e-01 8.254306837030552790e-01
1.000000000000000000e+00 9.578576633470974322e-01 9.084520973715967118e-01 8.357300543934385040e-01 7.995610516811968438e-01 8.184012096359225552e-01
1.000000000000000000e+00 9.696510982338040208e-01 9.125862790731179564e-01 8.494318300979459835e-01 8.025233632309782816e-01 8.237896084987280654e-01
